id,area,dpto,sexo,parent,edad,edu,ingreso,horas_semana,cotiza,lugar,meses,rama_4,rama_2,posic,fondo,cambiar,estable,t_actual,t_viaje,mas_h,medio,sintrab,n_comp,arl,caja,factor_exp,actividad,cotiza_fondo
7637271-1-3,Barranquilla,Atlantico,M,Hijo,24,Secundaria,1200000,48,1,Local fijo u oficina,12,5224,52,Obrero,2,No,Si,48,20,No,Bicicleta,Ayuda familiar,101 - 200,Si,Si,902.33478329,Almacenamiento y actividades complementarias al transporte,Colpensiones
7647643-1-1,Bogota,Bogota,M,Jefe,50,Especialización,5600000,60,1,Local fijo u oficina,12,8621,86,Autonomo,2,Si,Si,2,90,No,SITP,Ayuda familiar,201 o mas,Si,No,4164.5203681,Actividades de atención de la salud humana,Colpensiones
7628657-1-2,Pasto,Narino,F,Hermano,47,Técnico o tecnológico,500000,20,2,Puerta-puerta,12,4771,47,Autonomo,NA,No,No,48,10,No,A pie,No tendria recursos,Solo,No,No,99.578188684,"Comercio al por menor (incluso el comercio al por menor de combustibles), excepto el de vehículos automotores y motocicletas",No cotiza
7628757-1-2,Cucuta,Nte Santander,M,Hijo,29,Secundaria,1400000,48,2,Vehículo,5,4921,49,Autonomo,NA,Si,No,5,15,No,A pie,Ayuda familiar,Solo,No,No,249.46969142,Transporte terrestre; transporte por tuberías,No cotiza
7648937-1-2,Cucuta,Nte Santander,F,Hijo,25,Universitaria,1160000,48,1,Local fijo u oficina,7,4663,46,Obrero,1,No,No,7,15,No,Moto,Ayuda familiar,51 - 100,Si,Si,394.23455152,"Comercio al por mayor y en comisión o por contrata, excepto el comercio de vehículos automotores y motocicletas",Fondo privado
7635059-1-3,Manizales,Caldas,M,Hijo,19,Universitaria,1160000,40,1,Local fijo u oficina,10,8220,82,Obrero,1,Si,No,6,35,No,Bus urbano,Ayuda familiar,201 o mas,Si,Si,282.58445765,Actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas,Fondo privado
7627742-1-4,Cartagena,Bolivar,M,Hijo,43,Especialización,2320000,40,1,Local fijo u oficina,12,8412,84,Autonomo,1,No,Si,24,20,No,Taxi,Ahorro,201 o mas,Si,No,225.46559073,Administración pública y defensa; planes de seguridad social de afiliación obligatoria,Fondo privado
7636001-1-4,Bucaramanga,Santander,M,Hijo,26,Secundaria,1160000,47,1,Local fijo u oficina,12,4723,47,Obrero,1,No,Si,12,40,No,Moto,No lo ha considerado,201 o mas,Si,Si,759.72690093,"Comercio al por menor (incluso el comercio al por menor de combustibles), excepto el de vehículos automotores y motocicletas",Fondo privado
7642732-1-2,Bogota,Bogota,M,Pareja,43,Especialización,5000000,35,1,Local fijo u oficina,12,7490,74,Autonomo,1,No,Si,72,60,No,SITP,No lo ha considerado,Solo,Si,No,6036.8037731,"Otras actividades profesionales, científicas y técnicas",Fondo privado
7638815-1-1,Villavicencio,Meta,M,Jefe,54,Primaria,1700000,55,2,Puerta-puerta,12,4631,46,Autonomo,NA,No,Si,6,15,No,Auto particular,Ahorro,Solo,No,No,152.78143407,"Comercio al por mayor y en comisión o por contrata, excepto el comercio de vehículos automotores y motocicletas",No cotiza
7628712-1-1,Pasto,Narino,M,Jefe,46,Secundaria,880000,70,2,Vehículo,12,4921,49,Autonomo,NA,Si,No,276,40,No,A pie,Ayuda familiar,Solo,No,No,194.38057426,Transporte terrestre; transporte por tuberías,No cotiza
7654423-1-1,Cucuta,Nte Santander,F,Jefe,29,Primaria,1200000,42,2,En esta vivienda,12,4754,47,Autonomo,NA,No,No,18,NA,Si,No se desplaza,No tendria recursos,Solo,No,No,329.21096077,"Comercio al por menor (incluso el comercio al por menor de combustibles), excepto el de vehículos automotores y motocicletas",No cotiza
7639541-1-2,Ibague,Tolima,M,Pareja,44,Universitaria,1160000,48,2,En esta vivienda,12,6190,61,Obrero,NA,No,Si,120,NA,No,No se desplaza,Ayuda familiar,20 - 30,No,No,533.24700622,Telecomunicaciones,No cotiza
7634216-1-1,Pereira,Risaralda,M,Jefe,30,Secundaria,1500000,62,2,Local fijo u oficina,12,4512,45,Autonomo,NA,No,Si,12,35,No,Moto,No tendria recursos,Solo,No,No,255.09794667,"Comercio, mantenimiento y reparación de vehículos automotores y motocicletas, sus partes, piezas y accesorios",No cotiza
7652073-1-1,Bogota,Bogota,M,Jefe,45,Universitaria,1300000,62,2,Local fijo u oficina,12,7310,73,Obrero,NA,Si,No,24,10,No,Bicicleta,No tendria recursos,2 - 3,Si,No,4539.9309285,Publicidad y estudios de mercado,No cotiza
7647657-1-3,Bogota,Bogota,F,Hijo,25,Universitaria,1160000,24,1,Local fijo u oficina,9,4762,47,Obrero,2,Si,No,6,20,Si,Moto,Ayuda familiar,20 - 30,Si,Si,3892.9206466,"Comercio al por menor (incluso el comercio al por menor de combustibles), excepto el de vehículos automotores y motocicletas",Colpensiones
7641337-1-1,Manizales,Caldas,M,Jefe,66,Primaria,NA,77,2,Local fijo u oficina,12,9529,95,Autonomo,NA,No,Si,600,5,No,A pie,No tendria recursos,Solo,No,No,116.7938248,"Mantenimiento y reparación de computadores, efectos personales y enseres domésticos",No cotiza
7631831-1-4,Pasto,Narino,M,Yerno o nuera,36,Técnico o tecnológico,1200000,60,1,En la calle,12,6190,61,Autonomo,1,No,No,60,25,No,Moto,No tendria recursos,201 o mas,Si,No,111.07891751,Telecomunicaciones,Fondo privado
7628224-2-2,Monteria,Cordoba,M,Pareja,36,Secundaria,1200000,48,2,Obra en construccion,12,4111,41,Empleador,NA,No,Si,1,12,No,Moto,Ahorro,2 - 3,No,No,410.07469535,Construcción de edificios,No cotiza
7635779-1-1,Cucuta,Nte Santander,F,Jefe,48,Primaria,500000,40,2,Puerta-puerta,12,3830,38,Autonomo,NA,Si,No,60,20,No,A pie,No tendria recursos,Solo,No,No,329.18233002,"Recolección, tratamiento y disposición de desechos, recuperación de materiales",No cotiza
7628765-1-1,Cucuta,Nte Santander,M,Jefe,38,Primaria,1500000,65,2,En esta vivienda,12,1522,15,Autonomo,NA,No,No,120,NA,No,No se desplaza,No tendria recursos,2 - 3,No,No,383.11697312,"Curtido y recurtido de cueros; fabricación de calzado; fabricación de artículos de viaje, maletas, bolsos de mano y artículos similares, y fabricación de artículos de talabartería y guarnicionería; adobo y teñido de pieles",No cotiza
7635703-1-1,Pasto,Narino,M,Jefe,30,Secundaria,1610000,44,1,Vehículo,12,4923,49,Obrero,1,No,Si,108,10,No,Moto,No lo ha considerado,201 o mas,Si,Si,186.51270386,Transporte terrestre; transporte por tuberías,Fondo privado
7647434-1-1,Medellin,Antioquia,F,Jefe,58,Especialización,1200000,20,2,En esta vivienda,12,4620,46,Obrero,NA,No,Si,96,NA,No,No se desplaza,Ayuda familiar,2 - 3,No,No,1107.8428062,"Comercio al por mayor y en comisión o por contrata, excepto el comercio de vehículos automotores y motocicletas",No cotiza
7647971-1-1,Manizales,Caldas,M,Jefe,19,Secundaria,1160000,48,1,Local fijo u oficina,9,5511,55,Obrero,1,No,Si,3,25,No,Bus urbano,Ahorro,4 - 5,Si,Si,170.31346715,Alojamiento,Fondo privado
7648021-1-2,Manizales,Caldas,F,Pareja,44,Primaria,1200000,50,2,Local fijo u oficina,12,4772,47,Obrero,NA,No,Si,6,30,No,Bus urbano,No tendria recursos,2 - 3,No,No,221.91260272,"Comercio al por menor (incluso el comercio al por menor de combustibles), excepto el de vehículos automotores y motocicletas",No cotiza
7652404-1-1,Cartagena,Bolivar,M,Jefe,68,Técnico o tecnológico,1200000,40,2,En esta vivienda,12,7420,74,Autonomo,NA,No,Si,480,NA,No,No se desplaza,Ayuda familiar,Solo,No,No,510.51899937,"Otras actividades profesionales, científicas y técnicas",No cotiza
7647522-1-1,Medellin,Antioquia,M,Jefe,52,Doctorado,20000000,48,1,Local fijo u oficina,12,8560,85,Empleador,2,No,Si,16,40,No,Auto particular,Ahorro,4 - 5,Si,No,2318.9489481,Educación,Colpensiones
7648958-1-1,Cucuta,Nte Santander,F,Jefe,37,Universitaria,4000000,47,1,Local fijo u oficina,12,4732,47,Obrero,1,No,Si,12,4,No,Moto,No tendria recursos,31 - 50,Si,Si,339.01061161,"Comercio al por menor (incluso el comercio al por menor de combustibles), excepto el de vehículos automotores y motocicletas",Fondo privado
7648418-1-1,Monteria,Cordoba,F,Jefe,28,Secundaria,1160000,48,1,Local fijo u oficina,12,4773,47,Obrero,1,No,Si,54,20,No,Moto,Cesantias,51 - 100,Si,No,575.32658926,"Comercio al por menor (incluso el comercio al por menor de combustibles), excepto el de vehículos automotores y motocicletas",Fondo privado
7642447-1-1,Barranquilla,Atlantico,M,Jefe,27,Técnico o tecnológico,1300000,50,2,Local fijo u oficina,12,3110,31,Obrero,NA,Si,Si,168,10,No,Moto,No tendria recursos,6 - 10,No,No,745.23901736,"Fabricación de muebles, colchones y somieres",No cotiza
7635920-1-1,Pereira,Risaralda,M,Jefe,38,Primaria,1160000,48,1,Obra en construccion,12,4330,43,Obrero,1,No,Si,108,20,No,Moto,No tendria recursos,51 - 100,Si,Si,241.73083,Actividades especializadas para la construcción de edificios y obras de ingeniería civil,Fondo privado
7641152-1-2,Medellin,Antioquia,F,Pareja,63,Secundaria,NA,22,2,En esta vivienda,12,5613,56,Trabajador familiar no remunerado,NA,No,Si,120,NA,No,No se desplaza,Ayuda familiar,4 - 5,No,No,1207.5771611,Actividades de servicios de comidas y bebidas,No cotiza
7638893-1-2,Pasto,Narino,M,Hermano,28,Primaria,1160000,50,1,Local fijo u oficina,11,5611,56,Obrero,1,No,No,5,10,No,Moto,No tendria recursos,51 - 100,Si,Si,177.63114654,Actividades de servicios de comidas y bebidas,Fondo privado
7630034-1-1,Barranquilla,Atlantico,M,Jefe,34,Primaria,850000,55,2,Vehículo,12,4921,49,Autonomo,NA,Si,No,38,2,No,A pie,No lo ha considerado,Solo,No,No,687.71377114,Transporte terrestre; transporte por tuberías,No cotiza
7641691-1-1,Pasto,Narino,F,Jefe,23,Secundaria,NA,60,2,Local fijo u oficina,12,4761,47,Autonomo,NA,No,Si,12,5,No,A pie,No lo ha considerado,2 - 3,No,No,149.27369645,"Comercio al por menor (incluso el comercio al por menor de combustibles), excepto el de vehículos automotores y motocicletas",No cotiza
7636162-1-1,Cali,Valle,F,Jefe,29,Secundaria,460000,16,2,En la calle,12,5619,56,Autonomo,NA,Si,Si,40,5,Si,A pie,Ayuda familiar,Solo,No,No,1216.872231,Actividades de servicios de comidas y bebidas,No cotiza
7644262-1-2,Cucuta,Nte Santander,F,Pareja,34,Primaria,1360000,48,2,Otra vivienda,12,9700,97,Empleado domestico,NA,Si,No,60,40,No,Bus urbano,Ayuda familiar,Solo,No,No,308.92272688,Actividades de los hogares individuales como empleadores de personal doméstico,No cotiza
7629976-1-1,Medellin,Antioquia,M,Jefe,32,Técnico o tecnológico,1500000,50,1,Local fijo u oficina,10,6820,68,Obrero,1,No,Si,4,80,No,Metro,No tendria recursos,11 - 19,Si,Si,1059.9145213,Actividades inmobiliarias,Fondo privado
7641243-1-1,Cartagena,Bolivar,M,Jefe,33,Secundaria,500000,48,2,Vehículo,12,4921,49,Autonomo,NA,No,Si,144,20,No,A pie,Ayuda familiar,Solo,No,No,480.07370795,Transporte terrestre; transporte por tuberías,No cotiza
7639264-1-1,Pereira,Risaralda,M,Jefe,39,Universitaria,2500000,48,1,Local fijo u oficina,12,7120,71,Obrero,1,No,Si,60,10,No,A pie,Cesantias,6 - 10,Si,No,801.47583707,Actividades de arquitectura e ingeniería; ensayos y análisis técnicos,Fondo privado
7651792-1-1,Medellin,Antioquia,F,Jefe,45,Secundaria,1560000,47,2,Local fijo u oficina,12,5611,56,Obrero,NA,No,Si,2,80,No,Metro,No tendria recursos,6 - 10,No,No,1884.0302376,Actividades de servicios de comidas y bebidas,No cotiza
7631872-1-2,Pasto,Narino,F,Pareja,36,Secundaria,950000,54,2,Local fijo u oficina,9,1410,14,Obrero,NA,No,No,6,15,No,Moto,No tendria recursos,6 - 10,No,No,251.07154946,Confección de prendas de vestir,No cotiza
7628599-1-1,Villavicencio,Meta,M,Jefe,58,Universitaria,7000000,48,1,Local fijo u oficina,12,8424,84,Funcionario,3,No,Si,360,25,No,Moto,Ahorro,201 o mas,Si,No,264.26698675,Administración pública y defensa; planes de seguridad social de afiliación obligatoria,Regimen especial
7647644-1-3,Bogota,Bogota,M,Hijo,19,Universitaria,500000,16,1,Local fijo u oficina,2,4719,47,Obrero,2,No,Si,2,20,Si,Bus urbano,Ayuda familiar,201 o mas,Si,Si,4005.2432405,"Comercio al por menor (incluso el comercio al por menor de combustibles), excepto el de vehículos automotores y motocicletas",Colpensiones
7635794-1-1,Cucuta,Nte Santander,M,Jefe,42,Primaria,1160000,30,2,Otra vivienda,12,8130,81,Autonomo,NA,No,No,312,5,No,Moto,No tendria recursos,Solo,No,No,434.33514771,"Actividades de servicios a edificios y paisajismo (jardines, zonas verdes)",No cotiza
7647952-1-4,Manizales,Caldas,M,Hijo,20,Universitaria,1000000,36,2,En esta vivienda,7,6201,62,Autonomo,NA,No,Si,7,NA,No,No se desplaza,Ahorro,20 - 30,No,No,232.91916101,"Desarrollo de sistemas informáticos (planificación, análisis, diseño, programación, pruebas), consultoría informática y actividades relacionadas",No cotiza
7628797-1-1,Pereira,Risaralda,M,Jefe,47,Primaria,420000,48,2,Kiosko,12,5619,56,Autonomo,NA,No,Si,7,5,No,A pie,No lo ha considerado,Solo,No,No,200.45158487,Actividades de servicios de comidas y bebidas,No cotiza
7632910-1-2,Cali,Valle,F,Pareja,43,Técnico o tecnológico,1300000,24,1,En esta vivienda,12,4791,47,Autonomo,1,No,Si,4,NA,No,No se desplaza,Vender bienes,Solo,No,No,1448.1837196,"Comercio al por menor (incluso el comercio al por menor de combustibles), excepto el de vehículos automotores y motocicletas",Fondo privado
7633688-1-1,Cartagena,Bolivar,F,Jefe,65,Secundaria,3500000,48,1,Local fijo u oficina,12,8413,84,Funcionario,2,No,Si,420,30,No,SITP,Cesantias,201 o mas,Si,Si,160.31014687,Administración pública y defensa; planes de seguridad social de afiliación obligatoria,Colpensiones
7631093-1-1,Monteria,Cordoba,M,Jefe,46,Técnico o tecnológico,1250000,40,2,Otra vivienda,12,4330,43,Autonomo,NA,Si,No,35,15,No,Moto,Ayuda familiar,Solo,No,No,238.25026541,Actividades especializadas para la construcción de edificios y obras de ingeniería civil,No cotiza
7648361-1-1,Monteria,Cordoba,F,Jefe,40,Universitaria,2000000,130,1,Local fijo u oficina,12,8610,86,Obrero,1,No,Si,84,15,No,Auto particular,No lo ha considerado,201 o mas,Si,Si,711.96665421,Actividades de atención de la salud humana,Fondo privado
7649309-1-2,Bucaramanga,Santander,M,Hijo,24,Secundaria,600000,48,2,Vehículo,12,4921,49,Autonomo,NA,No,Si,36,15,No,Moto,No tendria recursos,Solo,No,No,315.16742592,Transporte terrestre; transporte por tuberías,No cotiza
7631068-1-3,Monteria,Cordoba,F,Hijo,31,Universitaria,1700000,40,1,Local fijo u oficina,12,8530,85,Obrero,1,No,Si,24,15,No,Moto,Ahorro,20 - 30,Si,Si,108.36244164,Educación,Fondo privado
7655305-1-1,Cali,Valle,M,Jefe,65,Secundaria,800000,48,2,Otra vivienda,12,4542,45,Autonomo,NA,No,No,30,30,No,Auto particular,Ayuda familiar,Solo,No,No,999.01205618,"Comercio, mantenimiento y reparación de vehículos automotores y motocicletas, sus partes, piezas y accesorios",No cotiza
7648981-1-3,Cucuta,Nte Santander,M,Hijo,20,Primaria,600000,30,2,Vehículo,12,1410,14,Obrero,NA,No,Si,12,15,No,Moto,Ayuda familiar,6 - 10,No,No,327.50780353,Confección de prendas de vestir,No cotiza
7634841-1-1,Medellin,Antioquia,F,Jefe,56,Especialización,NA,25,1,Otra vivienda,12,9312,93,Trabajador familiar no remunerado,2,No,No,72,NA,No,No se desplaza,Ayuda familiar,2 - 3,No,No,1140.4895411,Actividades deportivas y actividades recreativas y de esparcimiento,Colpensiones
7651803-1-2,Medellin,Antioquia,F,Hijo,48,Ninguno,1550000,40,2,Otra vivienda,12,9700,97,Empleado domestico,NA,No,Si,144,80,No,Metro,Ayuda familiar,Solo,No,No,580.57579051,Actividades de los hogares individuales como empleadores de personal doméstico,No cotiza
7631835-1-2,Pasto,Narino,M,Hijo,26,Universitaria,1300000,50,2,Vehículo,12,4921,49,Autonomo,NA,Si,Si,48,NA,No,No se desplaza,No tendria recursos,Solo,No,No,155.18132349,Transporte terrestre; transporte por tuberías,No cotiza
7639292-1-1,Pereira,Risaralda,M,Jefe,45,Secundaria,550000,36,2,Local fijo u oficina,12,5630,56,Obrero,NA,Si,No,60,60,Si,Bus urbano,No tendria recursos,Solo,No,No,193.44608421,Actividades de servicios de comidas y bebidas,No cotiza
7636164-1-1,Cali,Valle,M,Jefe,19,Universitaria,800000,20,2,En esta vivienda,8,4791,47,Autonomo,NA,No,Si,8,NA,No,No se desplaza,Ayuda familiar,2 - 3,No,No,885.07447816,"Comercio al por menor (incluso el comercio al por menor de combustibles), excepto el de vehículos automotores y motocicletas",No cotiza
7635305-1-1,Monteria,Cordoba,M,Jefe,27,Universitaria,800000,40,2,Obra en construccion,12,4111,41,Obrero,NA,No,Si,2,30,No,Moto,Ayuda familiar,4 - 5,No,No,304.93372347,Construcción de edificios,No cotiza
7632699-1-2,Ibague,Tolima,M,Pareja,43,Secundaria,3000000,60,1,Local fijo u oficina,12,8424,84,Funcionario,2,No,Si,168,15,No,Bicicleta,Ayuda familiar,201 o mas,Si,Si,328.44186226,Administración pública y defensa; planes de seguridad social de afiliación obligatoria,Colpensiones
7655441-1-1,Cali,Valle,M,Jefe,67,Técnico o tecnológico,1600000,25,3,Local fijo u oficina,12,3312,33,Autonomo,NA,No,Si,60,40,No,Moto,Ahorro,Solo,Si,No,668.95158755,"Instalación, mantenimiento y reparación especializado de maquinaria y equipo",Pensionado
7649292-1-2,Bucaramanga,Santander,F,Pareja,54,Maestría,10000000,40,1,Local fijo u oficina,12,8544,85,Funcionario,1,No,Si,72,10,No,Auto particular,Ahorro,201 o mas,Si,Si,462.19457375,Educación,Fondo privado
7655386-1-2,Cali,Valle,M,Pareja,29,Secundaria,1700000,48,1,Local fijo u oficina,12,5221,52,Obrero,2,Si,Si,20,40,No,Moto,Ayuda familiar,11 - 19,Si,No,1517.1448491,Almacenamiento y actividades complementarias al transporte,Colpensiones
7634107-1-1,Cucuta,Nte Santander,M,Jefe,61,Secundaria,1500000,56,3,Vehículo,12,4921,49,Autonomo,NA,No,No,180,30,No,Taxi,No tendria recursos,Solo,No,No,268.42169307,Transporte terrestre; transporte por tuberías,Pensionado
7647680-1-2,Cartagena,Bolivar,F,Hijo,29,Universitaria,2000000,60,1,Local fijo u oficina,12,8610,86,Obrero,1,No,Si,24,5,No,Moto,Ayuda familiar,51 - 100,Si,No,408.18144577,Actividades de atención de la salud humana,Fondo privado
7627988-1-1,Manizales,Caldas,F,Jefe,53,Técnico o tecnológico,1160000,48,1,Local fijo u oficina,12,8691,86,Obrero,2,No,Si,156,15,No,Bus urbano,Ahorro,11 - 19,Si,Si,162.47623728,Actividades de atención de la salud humana,Colpensiones
7652272-1-1,Cartagena,Bolivar,M,Jefe,62,Secundaria,1600000,48,2,Vehículo,12,6499,64,Autonomo,NA,No,Si,96,40,No,Moto,No lo ha considerado,2 - 3,No,No,226.94475814,"Actividades de servicios financieros, excepto las de seguros y de pensiones",No cotiza
7634937-1-2,Bogota,Bogota,F,Pareja,56,Especialización,8000000,48,1,Local fijo u oficina,12,8610,86,Funcionario,2,No,Si,253,90,No,Auto particular,Cesantias,201 o mas,Si,Si,4093.4308031,Actividades de atención de la salud humana,Colpensiones
7649350-1-1,Bucaramanga,Santander,M,Jefe,40,Secundaria,5000000,60,1,Local fijo u oficina,12,4774,47,Autonomo,2,No,Si,180,20,No,Auto particular,Ayuda familiar,Solo,Si,No,479.87467489,"Comercio al por menor (incluso el comercio al por menor de combustibles), excepto el de vehículos automotores y motocicletas",Colpensiones
7655128-1-1,Ibague,Tolima,F,Jefe,52,Secundaria,800000,32,2,Otra vivienda,12,8121,81,Autonomo,NA,No,No,120,20,No,A pie,Ahorro,Solo,No,No,366.44436007,"Actividades de servicios a edificios y paisajismo (jardines, zonas verdes)",No cotiza
7654666-1-2,Pereira,Risaralda,F,Pareja,54,Primaria,NA,30,2,En esta vivienda,8,5619,56,Trabajador familiar no remunerado,NA,Si,No,30,NA,Si,No se desplaza,No tendria recursos,2 - 3,No,No,170.33869988,Actividades de servicios de comidas y bebidas,No cotiza
7644780-1-1,Ibague,Tolima,M,Jefe,47,Universitaria,3000000,40,1,Local fijo u oficina,12,9491,94,Obrero,1,No,Si,28,5,No,A pie,No tendria recursos,4 - 5,No,Si,328.44186226,Actividades de asociaciones,Fondo privado
7649284-1-5,Bucaramanga,Santander,F,Empleado doméstico,37,Secundaria,1860000,50,2,En esta vivienda,12,9700,97,Empleado domestico,NA,No,No,48,NA,No,No se desplaza,Ayuda familiar,Solo,No,No,341.75310886,Actividades de los hogares individuales como empleadores de personal doméstico,No cotiza
7642013-1-2,Cali,Valle,M,Pareja,51,Primaria,960000,52,2,En la calle,12,8010,80,Autonomo,NA,Si,No,60,20,No,A pie,No tendria recursos,Solo,No,No,1444.4549663,Actividades de seguridad e investigación privada,No cotiza
7637297-1-2,Barranquilla,Atlantico,M,Hijo,36,Técnico o tecnológico,2600000,60,2,Vehículo,12,4921,49,Autonomo,NA,No,Si,2,NA,No,No se desplaza,No lo ha considerado,Solo,No,No,952.63312497,Transporte terrestre; transporte por tuberías,No cotiza
7637314-1-1,Barranquilla,Atlantico,M,Jefe,62,Secundaria,600000,24,2,Obra en construccion,12,4111,41,Obrero,NA,Si,No,24,20,No,Bus urbano,Ahorro,2 - 3,No,No,670.69080711,Construcción de edificios,No cotiza
7642586-1-1,Barranquilla,Atlantico,M,Jefe,29,Primaria,1400000,72,1,Local fijo u oficina,12,5222,52,Obrero,2,Si,No,36,30,No,A pie,No tendria recursos,201 o mas,Si,Si,787.61829697,Almacenamiento y actividades complementarias al transporte,Colpensiones
7632449-1-1,Bucaramanga,Santander,F,Jefe,67,Especialización,5500000,30,3,Local fijo u oficina,12,8530,85,Funcionario,NA,No,Si,564,20,No,Auto particular,Cesantias,201 o mas,Si,Si,1552.5596581,Educación,Pensionado
7642431-1-2,Barranquilla,Atlantico,M,Pareja,29,Secundaria,720000,50,2,En la calle,12,5619,56,Autonomo,NA,Si,Si,20,15,No,A pie,Ayuda familiar,Solo,No,No,1072.2760765,Actividades de servicios de comidas y bebidas,No cotiza
7644679-1-1,Bucaramanga,Santander,F,Jefe,44,Primaria,650000,48,2,Otra vivienda,12,8121,81,Autonomo,NA,Si,No,60,30,No,Bus urbano,Ayuda familiar,Solo,No,No,286.51584175,"Actividades de servicios a edificios y paisajismo (jardines, zonas verdes)",No cotiza
7634320-1-1,Ibague,Tolima,F,Jefe,45,Primaria,1000000,40,2,Otra vivienda,12,8121,81,Autonomo,NA,No,Si,12,40,No,Bus urbano,Ayuda familiar,Solo,No,No,173.43362435,"Actividades de servicios a edificios y paisajismo (jardines, zonas verdes)",No cotiza
7652595-1-1,Manizales,Caldas,M,Jefe,44,Técnico o tecnológico,1300000,47,1,Vehículo,11,4921,49,Obrero,1,No,Si,11,35,No,Bus urbano,No tendria recursos,201 o mas,Si,Si,239.00710605,Transporte terrestre; transporte por tuberías,Fondo privado
7654176-1-1,Pasto,Narino,M,Jefe,65,Universitaria,5300000,40,1,Local fijo u oficina,12,8530,85,Funcionario,3,No,Si,420,90,No,Bus intermunicipal,Ahorro,201 o mas,Si,Si,119.80735534,Educación,Regimen especial
7630289-1-3,Bogota,Bogota,F,Otro no-pariente,30,Técnico o tecnológico,1300000,47,1,En esta vivienda,12,8220,82,Obrero,1,No,Si,24,NA,No,No se desplaza,No tendria recursos,201 o mas,Si,Si,4040.76775,Actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas,Fondo privado
7630413-1-3,Cartagena,Bolivar,M,Yerno o nuera,29,Universitaria,2000000,25,1,Local fijo u oficina,11,9007,90,Autonomo,1,Si,No,72,30,Si,Taxi,No lo ha considerado,Solo,No,No,297.38451108,"Actividades creativas, artísticas y de entretenimiento",Fondo privado
7641953-1-2,Bucaramanga,Santander,M,Hijo,46,Universitaria,2200000,40,1,Local fijo u oficina,12,4719,47,Obrero,2,No,Si,192,20,No,Moto,Cesantias,11 - 19,Si,Si,242.91407262,"Comercio al por menor (incluso el comercio al por menor de combustibles), excepto el de vehículos automotores y motocicletas",Colpensiones
7647923-1-2,Manizales,Caldas,F,Pareja,49,Secundaria,1160000,55,1,Local fijo u oficina,12,4761,47,Obrero,2,No,Si,96,45,No,Bus urbano,Ayuda familiar,11 - 19,Si,Si,168.73653668,"Comercio al por menor (incluso el comercio al por menor de combustibles), excepto el de vehículos automotores y motocicletas",Colpensiones
7644859-1-3,Ibague,Tolima,F,Hijo,25,Secundaria,1300000,48,1,Local fijo u oficina,12,4732,47,Obrero,1,No,Si,4,15,No,Moto,No tendria recursos,11 - 19,Si,Si,281.12756784,"Comercio al por menor (incluso el comercio al por menor de combustibles), excepto el de vehículos automotores y motocicletas",Fondo privado
7639289-1-1,Pereira,Risaralda,F,Jefe,38,Secundaria,1160000,48,1,Local fijo u oficina,12,4721,47,Autonomo,1,No,Si,36,120,No,Auto particular,No lo ha considerado,2 - 3,Si,No,262.67724373,"Comercio al por menor (incluso el comercio al por menor de combustibles), excepto el de vehículos automotores y motocicletas",Fondo privado
7627708-1-2,Cartagena,Bolivar,M,Pareja,28,Secundaria,1400000,84,2,Vehículo,12,4921,49,Autonomo,NA,No,Si,84,NA,No,No se desplaza,No lo ha considerado,Solo,No,No,369.31801034,Transporte terrestre; transporte por tuberías,No cotiza
7636009-1-3,Bucaramanga,Santander,M,Otro pariente,19,Secundaria,480000,60,2,Obra en construccion,12,4111,41,Obrero,NA,Si,Si,2,35,No,Moto,No lo ha considerado,2 - 3,No,No,193.18626153,Construcción de edificios,No cotiza
7649357-1-1,Bucaramanga,Santander,M,Jefe,38,Secundaria,4000000,84,1,Vehículo,12,8423,84,Funcionario,3,No,No,204,30,No,Moto,No tendria recursos,201 o mas,Si,Si,332.7800931,Administración pública y defensa; planes de seguridad social de afiliación obligatoria,Regimen especial
7642700-1-3,Bogota,Bogota,F,Hijo,27,Universitaria,1200000,40,1,Local fijo u oficina,1,4741,47,Obrero,1,No,Si,1,120,No,Bus intermunicipal,Ayuda familiar,101 - 200,Si,Si,2495.246612,"Comercio al por menor (incluso el comercio al por menor de combustibles), excepto el de vehículos automotores y motocicletas",Fondo privado
7635704-1-1,Pasto,Narino,M,Jefe,44,Secundaria,1000000,54,2,Otra vivienda,5,4111,41,Obrero,NA,Si,No,1,35,No,A pie,No lo ha considerado,2 - 3,No,No,178.47743343,Construcción de edificios,No cotiza
7639527-1-3,Ibague,Tolima,M,Hijo,30,Especialización,3500000,40,1,Local fijo u oficina,10,7810,78,Autonomo,2,No,Si,8,40,No,Bus urbano,Dinero prestado,201 o mas,Si,No,348.07226469,Actividades de empleo,Colpensiones
7637246-1-4,Barranquilla,Atlantico,M,Yerno o nuera,44,Técnico o tecnológico,850000,20,2,En la calle,12,4781,47,Autonomo,NA,No,No,48,15,No,A pie,No tendria recursos,2 - 3,No,No,793.89544816,"Comercio al por menor (incluso el comercio al por menor de combustibles), excepto el de vehículos automotores y motocicletas",No cotiza
7643898-1-2,Villavicencio,Meta,M,Pareja,62,Primaria,2000000,40,1,Area rural,12,7490,74,Autonomo,1,No,Si,12,120,No,Auto particular,Ahorro,Solo,Si,No,261.21597555,"Otras actividades profesionales, científicas y técnicas",Fondo privado
